user-id,location,age
2197,na travelling canada,26.0
2238,san diego california usa,34.0
2255,charlottesville virginia usa,35.0
2276,niskayuna new york usa,46.0
2281,vancouver washington usa,30.0
2287,north chili new york usa,35.0
2288,spring hill tennessee usa,30.0
2295,el sobrante california usa,21.0
2313,cincinnati ohio usa,23.0
2324,atlantic beach florida usa,40.0
2326,porto porto portugal,23.0
2337,grove city ohio usa,34.0
2358,bryan texas usa,23.0
2363,mountain home idaho usa,42.0
2375,norfolk virginia usa,20.0
2399,kent ohio usa,32.0
2437,san antonio texas usa,45.0
2439,atlanta georgia usa,26.0
2766,frisco texas usa,42.0
2793,jefferson georgia usa,34.0
2854,deptford new jersey usa,36.0
2954,wichita kansas usa,71.0
2977,richland washington usa,25.0
3145,austin texas usa,34.0
3167,milwaukee wisconsin usa,42.0
3282,didsbury alberta canada,52.0
3346,tehran tehran iran,20.0
3363,knoxville tennessee usa,29.0
3371,groveland massachusetts usa,25.0
3373,elk grove california usa,30.0
3437,honolulu hawaii usa,103.0
3556,bismarck north dakota usa,68.0
3675,barcelona catalunya spain,24.0
3827,orlando florida usa,23.0
3840,meriden connecticut usa,46.0
4017,new orleans louisiana usa,48.0
4091,estill springs tennessee usa,77.0
4092,hixson tennessee usa,27.0
4098,mei foo kowloon hong kong,30.0
4157,birmingham alabama usa,39.0
4225,ottawa ontario canada,33.0
4228,austin texas usa,41.0
4334,rome lazio italy,38.0
4600,little rock arkansas usa,32.0
4622,norfolk virginia usa,18.0
4785,litchfield connecticut usa,30.0
4795,rochester new york usa,18.0
4900,washington dc,26.0
4938,charleston south carolina usa,30.0
5429,sacramento california usa,51.0
5439,houston texas usa,66.0
5448,pine bush new york usa,14.0
5452,reseda california usa,26.0
5479,statesboro georgia usa,27.0
5483,bayan lepas penang malaysia,20.0
5490,lake charles louisiana usa,33.0
5499,lakeland tennessee,60.0
5506,cortlandt manor new york usa,19.0
5539,austin texas usa,32.0
5543,cumberland maryland usa,29.0
5582,seattle washington usa,26.0
5585,arlington virginia usa,39.0
5604,hattenhofen bayern germany,48.0
5609,oradea bihor romania,25.0
5623,toulouse na france,23.0
5639,roma lazio italy,34.0
5674,jackson new jersey usa,15.0
5694,lake forest california usa,43.0
5709,bayan lepas penang malaysia,15.0
5710,austin texas usa,28.0
5722,providence rhode island usa,23.0
5724,boston massachusetts usa,24.0
5728,cullowhee north carolina usa,22.0
5737,newcastle washington usa,44.0
5741,redlands california usa,20.0
5743,scottsdale arizona usa,43.0
5769,christchurch canterbury,25.0
5770,london england united kingdom,37.0
5777,the san francisco bay area california usa,2.0
5790,middlesbrough england united kingdom,34.0
5792,toronto ontario,16.0
5829,dortmund nordrheinwestfalen germany,36.0
5834,aachen nordrheinwestfalen germany,26.0
5899,ulm badenwuerttemberg germany,25.0
5903,vienna vienna austria,25.0
5920,albany oregon usa,35.0
5922,bozeman montana usa,19.0
5956,indianapolis indiana usa,27.0
5963,san diego california usa,38.0
6073,houston texas usa,28.0
6102,jamaica  usa,28.0
6238,silsden keighley west yorkshire united kingdom,38.0
6251,wahiawa hawaii usa,32.0
6280,a coruña  spain,46.0
6323,wilmington north carolina usa,35.0
6333,san jose california usa,45.0
6345,lake geneva wisconsin usa,29.0
6347,quispamsis new brunswick canada,19.0
6366,madrid madrid spain,20.0
6398,dallas texas usa,20.0
6492,edmonton alberta canada,35.0
6505,topeka kansas usa,56.0
6537,norfolk ,28.0
6543,strafford missouri usa,34.0
6563,burien washington usa,31.0
6577,coral springs florida usa,62.0
6611,oradea na romania,22.0
6637,las vegas nevada usa,30.0
6662,toronto ontario canada,31.0
6866,paris ile de france france,51.0
6871,raleigh north carolina usa,28.0
6900,sunnyvale california usa,25.0
6906,cedar rapids iowa usa,63.0
6990,omaha nebraska usa,29.0
7021,chula vista california usa,39.0
7033,toronto ontario canada,29.0
7056,pickering ontario canada,31.0
7060,wild rose wisconsin usa,16.0
7125,apo ae usa,28.0
7128,apo ae usa,8.0
7134,bothell washington usa,23.0
7158,omaha nebraska usa,30.0
7181,oviedo asturias spain,24.0
7197,henderson nevada usa,36.0
7248,virginia beach virginia usa,22.0
7283,saint marys georgia usa,30.0
7286,pasco washington usa,28.0
7303,scott arkansas usa,29.0
7306,carpinteria california usa,29.0
7312,walnut ridge arkansas usa,23.0
7318,muskegon michigan usa,34.0
7338,roswell georgia usa,33.0
7346,sunnyvale california usa,49.0
7352,houston texas usa,53.0
7355,glen gardner new jersey usa,31.0
7371,winnipeg manitoba canada,26.0
7384,miami florida usa,28.0
7400,oregon city oregon usa,22.0
7403,terrell texas usa,14.0
7418,multiple traveling nurse do 3 months at a time all over us usa,34.0
7454,toronto ontario canada,29.0
7569,tulsa  usa,22.0
7620,knoxville tennessee usa,21.0
7887,altoona pennsylvania usa,23.0
7958,oeiras lisbon portugal,27.0
8067,owings mills maryland usa,26.0
8234,colorado springs colorado usa,44.0
8245,torrance california usa,31.0
8250,carrollton texas usa,34.0
8253,tulsa oklahoma usa,26.0
8255,savage minnesota usa,47.0
8284,manchester kentucky usa,28.0
8314,newark california usa,36.0
8362,los angeles california usa,28.0
8487,carrollton texas usa,30.0
8570,rochester new york usa,23.0
8672,manassas virginia usa,17.0
8680,st charles county missouri usa,2.0
8681,orlando florida usa,34.0
8782,calgary alberta canada,239.0
8864,st petersburg florida usa,26.0
8870,austin texas usa,45.0
8890,paris iledefrance france,47.0
8930,st louis missouri usa,78.0
8936,elizabeth city north carolina usa,18.0
8937,murphysboro ,37.0
9141,durango colorado usa,65.0
9226,kapolei hawaii usa,27.0
9227,glendora california usa,24.0
9354,albuquerque new mexico usa,30.0
9373,banks alabama usa,40.0
9408,waipahu hawaii usa,34.0
9417,whitby ontario canada,26.0
9525,woodbridge new jersey usa,15.0
9571,reinbek schleswigholstein germany,27.0
9574,lansing michigan usa,33.0
9613,collings lakes new jersey usa,34.0
9856,glendale colorado usa,22.0
9893,beaverton oregon usa,50.0
9908,woodstock georgia usa,36.0
10030,pittsburgh pennsylvania usa,66.0
10118,minneapolis minnesota usa,44.0
10241,avon massachusetts usa,27.0
10354,martinsburg west virginia usa,15.0
10560,chicago illinois usa,27.0
10590,shah alam selangor malaysia,22.0
10607,plattsburgh new york usa,60.0
10697,lexington kentucky usa,20.0
10819,richmond kentucky usa,27.0
10951,cape canaveral florida usa,62.0
10965,uppsala uppland sweden,22.0
10985,southampton england united kingdom,38.0
11120,kerava uusimaa finland,58.0
11224,tumwater washington usa,51.0
11231,hinesville georgia usa,37.0
11400,ottawa ontario canada,49.0
11629,houston texas usa,21.0
11657,cincinnati ohio usa,25.0
11690,landau rheinlandpfalz germany,30.0
11944,santo tirso porto portugal,21.0
11993,lakewood colorado usa,37.0
12100,quezon city national capital region philippines,26.0
12112,austin texas usa,40.0
12154,pittsburgh pennsylvania usa,41.0
12272,ploiesti prahova romania,18.0
12331,athens na greece,31.0
12390,fredericksburg virginia usa,27.0
12490,winnipeg manitoba canada,40.0
12495,istanbul na turkey,28.0
12512,deventer overijssel netherlands,34.0
12524,albuquerque new mexico usa,29.0
12538,byron minnesota usa,18.0
12569,selangor subang jaya malaysia,22.0
12614,youngsville louisiana usa,51.0
12619,parksville british columbia canada,56.0
12641,hollywood florida usa,25.0
12651,nantwich england united kingdom,38.0
12663,lone rock wisconsin usa,43.0
12673,bristol south glos united kingdom,23.0
12692,jacksonville florida usa,151.0
12702,valley stream new york usa,31.0
12707,edmonton alberta canada,37.0
12710,san antonio texas usa,19.0
12725,west chester ohio usa,50.0
12734,san jose california usa,57.0
12784,detroit michigan usa,57.0
12815,west hollywood california usa,25.0
12817,dekalb illinois usa,36.0
12824,long beach california usa,18.0
12835,hamburg hamburg germany,38.0
12863,london england united kingdom,29.0
12917,moore oklahoma usa,24.0
12945,kitchener ontario canada,30.0
12965,nishinomiya hyogo japan,25.0
12982,getxo vizcaya spain,41.0
12990,denver colorado usa,58.0
13026,vanderhoof british columbia canada,31.0
13080,edmonton alberta canada,22.0
13093,zaragoza aragon spain,29.0
13094,schenectady new york usa,24.0
13104,marysville washington usa,25.0
13126,mumbai maharashtra india,21.0
13141,brighton england united kingdom,26.0
13173,norfolk virginia usa,55.0
13221,iqaluit nunavut canada,45.0
13256,malden massachusetts usa,38.0
13273,harrisburg pennsylvania usa,201.0
13518,fishers indiana usa,27.0
13540,doha doha qatar,15.0
13552,cordova tennessee usa,32.0
13582,lisboa lisboa portugal,29.0
13672,vicenza veneto italy,29.0
13850,online na usa,28.0
13935,lancaster pennsylvania usa,36.0
14079,valencia valencia spain,41.0
14232,paris paris france,23.0
14374,porter maine usa,57.0
14387,coalville leicestershire england united kingdom,35.0
14433,gambrills maryland usa,57.0
14449,saskatoon saskatchewan canada,72.0
14451,lisboa lisboa portugal,26.0
14456,edmonton alberta canada,27.0
14538,fairbanks alaska usa,14.0
14599,carbuna ialoveni moldova,24.0
14638,roquemaure languedoc roussillon france,33.0
14710,minonk illinois usa,18.0
14722,miramar beach florida usa,37.0
14744,corry pennsylvania usa,27.0
14768,corvallis oregon usa,24.0
14808,madison wisconsin usa,41.0
14867,palmerston north na new zealand,31.0
14888,marietta georgia usa,53.0
14897,shiki saitama japan,24.0
14914,virginia beach virginia usa,42.0
14958,lezo euskadi spain,39.0
14998,canton georgia usa,25.0
15008,sheffield england united kingdom,37.0
15021,lake mary florida usa,37.0
15040,setúbal setúbal portugal,29.0
15044,lakewood colorado usa,29.0
15046,sydney nova scotia canada,25.0
15049,benbrook texas usa,28.0
15076,gallatin missouri usa,23.0
15081,dunedin florida usa,25.0
15093,davis california usa,21.0
15135,shreveport louisiana usa,33.0
15150,zaragoza aragón spain,22.0
15161,haltern am see nordrheinwestfalen germany,26.0
15184,pittsburgh pennsylvania usa,36.0
15185,santander cantabria spain,20.0
15187,chicago illinois usa,29.0
15202,palma de mallorca illes balears spain,34.0
15250,philippsthal hessen germany,28.0
15258,livonia michigan usa,26.0
15268,montclair virginia usa,35.0
15288,chesapeake virginia usa,32.0
15310,pompano beach florida usa,29.0
15351,salinas california usa,24.0
15361,bristol pennsylvania usa,39.0
15408,cary north carolina usa,34.0
15418,vitoria álava spain,23.0
15497,fresno california usa,38.0
15602,cherry hill new jersey usa,21.0
15651,springfield missouri usa,23.0
15700,ponte vedra beach florida usa,46.0
15822,lloydminster saskatchewan canada,61.0
15918,cardiff wales united kingdom,23.0
15945,charlotte north carolina usa,36.0
15957,sydney new south wales australia,27.0
16009,stratford new jersey usa,25.0
16106,albany california usa,44.0
16130,hercules california usa,34.0
16155,kuala lumpur  malaysia,47.0
16161,cobram victoria australia,28.0
16220,milano lombardia italy,30.0
16231,kanata ontario canada,32.0
16246,kitakyushu fukuoka japan,32.0
16488,milwaukee wisconsin usa,36.0
16492,east hartford connecticut usa,43.0
16504,kuching sarawak malaysia,28.0
16599,roselle illinois usa,33.0
16601,brewster new york usa,40.0
16634,little rock arkansas usa,42.0
16692,austin texas usa,24.0
16718,houston texas usa,29.0
16795,mechanicsville maryland usa,47.0
16805,elk grove california usa,47.0
16871,leroy new york usa,26.0
16908,chicago illinois usa,55.0
16916,hackettstown new jersey usa,53.0
16966,waterloo ontario canada,41.0
16999,alexandria virginia usa,48.0
17058,san antonio texas usa,35.0
17159,kewaskum wisconsin usa,44.0
17177,chapel hill north carolina usa,67.0
17190,woodstock georgia usa,31.0
17233,fuquayvarina north carolina usa,54.0
17282,irwin pennsylvania usa,38.0
17507,dublin dublin ireland,37.0
17667,iowa city iowa usa,33.0
17703,newport beach california usa,28.0
17842,washington dc usa,21.0
17859,roanoke virginia usa,43.0
17894,alabaster alabama usa,47.0
17906,suisun city california usa,61.0
17950,puchong selangor malaysia,32.0
17970,chesterland ohio usa,40.0
18002,oakville ontario canada,23.0
18012,us airforce naval air station keflavik iceland iceland,24.0
18067,kajang selangor malaysia,33.0
18082,southern california usa,38.0
18095,birmingham alabama usa,30.0
18155,sydney new south wales australia,26.0
18172,levittown pennsylvania usa,36.0
18250,york pennsylvania usa,31.0
18309,rennes bretagne france,34.0
18332,salinas california usa,30.0
18333,grapevine texas usa,53.0
18366,philadelphia pennsylvania usa,33.0
18384,palma de mallorca baleares spain,37.0
18385,north plainfield new jersey usa,33.0
18395,redmond oregon usa,44.0
18411,fellbach badenwuerttemberg germany,40.0
18412,thun bern switzerland,44.0
18428,frankfurt am main hessen germany,36.0
18439,folsom california usa,38.0
18464,padova veneto italy,32.0
18494,durbuy luxembourg belgium,34.0
18629,wilmington massachusetts usa,41.0
18672,suffolk county long island new york usa,47.0
18702,knoxville tennessee usa,24.0
18714,milwaukee wisconsin usa,31.0
18722,fairfield connecticut usa,41.0
18741,kerpen nordrheinwestfalen germany,44.0
18747,cape town western cape south africa,22.0
18850,berlin berlin germany,28.0
18852,barcelona catalonia spain,44.0
18869,arnold maryland usa,38.0
18908,greenville georgia usa,29.0
18913,jasper alabama usa,33.0
18922,birmingham alabama usa,30.0
18945,houston texas usa,43.0
18979,huntington beach california usa,36.0
19018,aurora ,25.0
19019,edmonton ,38.0
19031,grand junction colorado usa,58.0
19085,menomonie wisconsin usa,60.0
19206,villar dora to piemonte italy,38.0
19220,hatboro pennsylvania usa,47.0
19221,omaha nebraska usa,33.0
19238,stocktonontees england united kingdom,34.0
19248,perry florida usa,46.0
19254,zürich zürich switzerland,25.0
19259,nutley new jersey usa,45.0
19303,san jose california usa,48.0
19362,sunrise florida usa,34.0
19422,indialantic florida usa,37.0
19440,frascati toscana italy,34.0
19477,wadsworth illinois usa,47.0
19498,perth western australia australia,40.0
19503,lees summit missouri usa,61.0
19522,candler north carolina usa,54.0
19565,dekalb illinois usa,24.0
19570,bolingbrook illinois usa,63.0
19573,stockton california usa,69.0
19580,roseville minnesota usa,51.0
19609,jenkintown pennsylvania usa,28.0
19611,salzgitter niedersachsen germany,36.0
19664,katonah new york usa,19.0
19681,del aire california usa,44.0
19753,stlouis missouri usa,14.0
19760,clemson south carolina usa,23.0
19800,san jose california usa,31.0
19815,garden city michigan usa,36.0
19885,toronto ontario canada,60.0
19969,antelope california usa,44.0
19970,san diego california usa,34.0
19972,mcdonough georgia usa,39.0
19983,genova liguria italy,25.0
20005,albuquerque new mexico usa,22.0
20034,basel baselstadt switzerland,33.0
20052,haar bavaria germany,43.0
20060,baltimore maryland usa,48.0
20062,wieselburg niederoesterreich austria,25.0
20106,lancaster pennsylvania usa,31.0
20115,lansdale pennsylvania usa,32.0
20119,manchester new hampshire,51.0
20120,columbus ohio usa,51.0
20126,batavia ohio usa,44.0
20149,omaha nebraska usa,53.0
20164,burnsville minnesota usa,71.0
20172,saratoga springs utah usa,27.0
20180,sacramento california usa,36.0
20201,grove city ohio usa,31.0
20240,telde las  palmas spain,28.0
20250,moreno valley california usa,36.0
20254,astoria new york usa,33.0
20265,tampa florida usa,29.0
20300,plantation florida usa,30.0
20319,canyon country california usa,26.0
20332,mountain view california usa,39.0
20336,ballston spa new york usa,32.0
20345,vancouver british columbia canada,22.0
20347,st lô normandy france,45.0
20350,uss monterey virginia usa,29.0
20401,graz steiermark austria,25.0
20409,livermore california usa,51.0
20415,keene new hampshire usa,38.0
20418,new york new york usa,21.0
20446,christchurch canterbury new zealand,38.0
20458,houma louisiana,65.0
20501,hamburg hamburg germany,30.0
20561,baltimore maryland usa,40.0
20664,los angeles california usa,32.0
20680,los angeles california usa,41.0
20738,mexico missouri usa,35.0
20751,bay minette ,49.0
20794,great barrington massachusetts usa,31.0
20799,orange california usa,72.0
20801,rio de janeiro rio de janeiro brazil,29.0
20804,hendersonville north carolina usa,56.0
20845,berlin berlin germany,0.0
20851,lübeck schleswigholstein germany,0.0
20859,tübingen badenwürttemberg germany,0.0
20860,las vegas nevada usa,62.0
20961,ottawa ontario canada,47.0
20971,sacramento california usa,20.0
20995,san diego california usa,58.0
21011,san francisco california usa,44.0
21028,miami beach florida usa,67.0
21031,alexandria virginia usa,36.0
21049,port townsend washington usa,55.0
21075,hightstown new jersey usa,54.0
21079,albuquerque new mexico usa,41.0
21083,lafayette indiana usa,32.0
21112,arlington virginia usa,53.0
21155,bonn nordrheinwestfalen germany,37.0
21194,dow city iowa usa,59.0
21207,friendswood texas usa,42.0
21252,duluth minnesota usa,28.0
21261,takoma park maryland usa,52.0
21343,sydney new south wales australia,40.0
21356,westwood new jersey usa,56.0
21357,boise idaho usa,50.0
21364,san diego california usa,32.0
21368,currie midlothian united kingdom,30.0
21369,calgary alberta canada,29.0
21370,jonesborough tennessee usa,36.0
21398,perth western australia australia,15.0
21469,ipswich england united kingdom,36.0
21484,madison wisconsin usa,21.0
21559,pittsburgh pennsylvania usa,52.0
21576,memphis tennessee usa,31.0
21593,san francisco california usa,31.0
21618,atlanta georgia usa,24.0
21649,new ringgold pennsylvania usa,31.0
21659,san jose california usa,31.0
21660,chattanooga tennessee usa,52.0
21684,austin minnesota usa,37.0
21692,london england united kingdom,22.0
21708,albuquerque new mexico usa,44.0
21750,salt lake city utah usa,37.0
21774,lecco lombardia italy,21.0
21822,tigard oregon usa,57.0
21867,canaan new york usa,57.0
21875,tampa florida usa,43.0
21912,oxford oxon united kingdom,0.0
21930,elk grove california usa,28.0
21937,new haven vermont usa,40.0
22022,oceanside california usa,35.0
22023,windsor ontario canada,35.0
22047,pasadena maryland usa,42.0
22062,houston texas usa,52.0
22082,rio de janeiro rio de janeiro brazil,26.0
22089,brooklyn new york usa,25.0
22107,eagan minnesota usa,45.0
22126,toronto ontario canada,31.0
22154,cleveland ohio usa,36.0
22167,lafayette hill pennsylvania usa,32.0
22192,barcelona barcelona spain,31.0
22200,new delhi delhi india,36.0
22216,porterville california usa,56.0
22252,elmhurst new york usa,38.0
22296,lille nord france,38.0
22332,radcliff kentucky usa,41.0
22338,florissant missouri usa,33.0
22362,fresno california usa,31.0
22365,castle rock colorado usa,51.0
22389,apex north carolina usa,31.0
22409,toledo ohio usa,28.0
22461,mackay queensland australia,27.0
22495,drums pennsylvania usa,29.0
22504,auburn california usa,33.0
22521,montgomery alabama usa,18.0
22624,houston texas usa,28.0
22625,lynbrook new york usa,54.0
22710,bochum nordrheinwestfalen germany,33.0
22818,franklin pennsylvania usa,28.0
22912,lake ridge virginia usa,37.0
22975,belton texas usa,30.0
23124,pieve emanuele lombardia italy,22.0
23128,philadelphia pennsylvania usa,40.0
23303,dunedin otago new zealand,43.0
23364,bisbee arizona usa,49.0
23511,chapel hill north carolina usa,56.0
23547,mcallen texas usa,26.0
23571,burbank california usa,41.0
23582,lake st louis missouri usa,37.0
23619,burlington vermont usa,34.0
23659,hopkinsville kentucky usa,41.0
23699,minneapolis minnesota usa,25.0
23768,st louis missouri usa,45.0
23776,south riding virginia usa,29.0
23816,budd lake new jersey usa,41.0
23847,chicago illinois usa,36.0
23848,kirkland washington usa,31.0
23872,tulsa oklahoma usa,22.0
23933,burleson texas usa,43.0
24090,prospect connecticut usa,59.0
24105,ewing ,34.0
24186,vineland new jersey usa,36.0
24194,palos hills illinois usa,20.0
24325,sydney new south wales australia,26.0
24391,lakewood washington usa,55.0
24433,deventer overijssel netherlands,37.0
24452,portland oregon usa,42.0
24462,barcelona catalunya spain,1.0
24525,denver colorado usa,28.0
24544,orlando florida usa,40.0
24556,kitchener ontario canada,40.0
24570,brooklyn new york usa,36.0
24578,citrus heights california usa,38.0
24598,los angeles california usa,33.0
24615,hannover niedersachsen germany,40.0
24624,decatur georgia usa,38.0
24627,janesville wisconsin usa,36.0
24639,denmark maine usa,15.0
24685,worcester massachusetts usa,62.0
24697,canoga park california usa,48.0
24699,new york new york usa,34.0
24733,oswego new york usa,32.0
24748,barcelona barcelona spain,35.0
24767,san diego california usa,28.0
24835,san francisco california usa,51.0
24921,higley arizona usa,29.0
24926,halifax nova scotia canada,49.0
24933,long island new york usa,44.0
24995,ballwin missouri usa,56.0
25103,somerville massachusetts usa,29.0
25105,vancouver british columbia canada,62.0
25150,wasilla alaska usa,36.0
25178,lawton oklahoma usa,28.0
25216,san diego california usa,33.0
25225,houston texas usa,55.0
25253,manchester connecticut usa,47.0
25261,skokie illinois usa,67.0
25395,moyock north carolina usa,65.0
25409,la mesa california usa,31.0
25436,chambery savoie france,30.0
25533,derby derbyshire united kingdom,38.0
25545,hollsopple pennsylvania usa,33.0
25561,atlanta georgia usa,60.0
25601,gilbert arizona usa,41.0
25630,moving moving usa,46.0
25760,pasadena maryland usa,26.0
25827,austin texas usa,33.0
25850,mastic beach new york usa,50.0
25916,patton missouri usa,24.0
25996,cave creek arizona usa,36.0
26030,apple valley minnesota usa,47.0
26057,halifax nova scotia canada,18.0
26084,tuscaloosa alabama usa,21.0
26094,schneverdingen niedersachsen germany,22.0
26134,yorktown heights new york usa,39.0
26182,austin texas usa,30.0
26196,fall river massachusetts usa,17.0
26231,st thomas ontario canada,36.0
26371,vancouver british columbia canada,65.0
26374,ashland kentucky usa,40.0
26385,surrey british columbia canada,30.0
26443,malakoff hautsdeseine france,27.0
26487,winder georgia usa,44.0
26516,victor montana usa,67.0
26535,hickory mississippi usa,41.0
26538,rawlins wyoming usa,32.0
26544,woodbridge virginia usa,37.0
26615,new fairfield connecticut usa,31.0
26756,willowick ohio usa,35.0
26813,città di castello umbria italy,28.0
26831,manchester kentucky usa,28.0
27140,baltimore maryland usa,49.0
27193,watertown massachusetts usa,29.0
27317,maplewood minnesota usa,25.0
27383,vancouver washington usa,59.0
27472,bountiful utah usa,41.0
27551,apache junction arizona usa,56.0
27617,beaverton ontario canada,32.0
27740,san diego  usa,57.0
27812,long beach california usa,33.0
27813,boerne texas usa,34.0
27821,milton new york usa,25.0
27947,lima ohio usa,28.0
27955,coal township pennsylvania usa,16.0
28056,lancaster pennsylvania usa,36.0
28076,kansas city missouri usa,25.0
28091,fort collins colorado usa,128.0
28096,prescott arizona usa,44.0
28177,grand rapids michigan usa,26.0
28204,south ohio nova scotia canada,61.0
28222,san diego california usa,23.0
28360,oakwood georgia usa,15.0
28395,princeton junction new jersey usa,32.0
28451,altamonte springs florida usa,31.0
28454,portland maine usa,50.0
28523,springfield missouri usa,24.0
28537,bochum nordrheinwestfalen germany,29.0
28548,elmore city oklahoma usa,40.0
28591,michie tennessee usa,33.0
28594,thunder bay ontario canada,18.0
28634,bad axe michigan usa,28.0
28666,irving texas usa,31.0
28667,norwood massachusetts usa,26.0
28700,beaverton ,61.0
28735,hannover niedersachsen germany,58.0
28782,warminster pennsylvania usa,34.0
28865,paoli pennsylvania usa,39.0
28938,asheville north carolina usa,38.0
29070,upper hutt wellington new zealand,37.0
29101,bolivar missouri usa,38.0
29259,mt airy  usa,39.0
29279,philadelphia pennsylvania usa,43.0
29306,haward california usa,48.0
29351,reinbek schleswigholstein germany,50.0
29526,knoxville tennessee usa,26.0
29570,ljubljana na slovenia,24.0
29702,chicago ,52.0
29763,bourbonnais illinois usa,56.0
29846,newport news virginia usa,49.0
29855,morris connecticut usa,53.0
29905,conway arkansas usa,33.0
29915,fullerton california usa,38.0
30035,vancouver british columbia canada,37.0
30072,st louis missouri usa,11.0
30081,east providence rhode island usa,25.0
30257,newton massachusetts usa,36.0
30261,manchester missouri usa,27.0
30273,naples florida usa,25.0
30276,wildwood new jersey usa,49.0
30281,columbus ohio usa,52.0
30319,artesia california usa,41.0
30324,winnipeg manitoba canada,33.0
30385,brighton  hove england united kingdom,31.0
30445,kuala lumpur ,23.0
30487,newbury park california usa,40.0
30509,norwich norfolk united kingdom,51.0
30515,seattle washington usa,35.0
30531,st petersburg florida usa,23.0
30555,corvallis oregon usa,22.0
30590,cambridge cambridgeshire united kingdom,141.0
30594,redding  usa,25.0
30667,salem virginia usa,24.0
30711,sydney new south wales australia,32.0
30716,new york new york usa,23.0
30744,gainesville georgia usa,31.0
30770,woodbridge england united kingdom,39.0
30806,halifax nova scotia canada,24.0
30824,saint paul minnesota usa,45.0
30838,largo florida usa,56.0
30887,new milford connecticut usa,38.0
30898,richmond virginia usa,43.0
30968,poway california usa,65.0
30971,skokie illinois usa,67.0
30972,columbiana alabama usa,47.0
30979,mesa arizona usa,41.0
30989,hull georgia usa,55.0
31008,london england united kingdom,29.0
31010,portland oregon usa,60.0
31080,montevallo alabama usa,26.0
31158,clyde ohio usa,33.0
31172,cleveland ohio usa,48.0
31226,sofia na bulgaria,33.0
31245,socorro new mexico usa,34.0
31308,san jose california usa,38.0
31315,henryville indiana usa,34.0
31391,wilmington massachusetts usa,38.0
