user-id,location,age
1025,maidstone england united kingdom,33
1031,sparks maryland usa,52
1048,oakville ontario canada,22
1054,burnsville minnesota usa,37
1057,norwich norfolk united kingdom,19
1060,lincoln nebraska usa,38
1063,edmonton alberta canada,19
1069,troutdale oregon usa,34
1075,hurst texas usa,49
1082,rochester washington usa,36
1089,perry florida usa,22
1093,needham massachusetts usa,34
1095,hennef nrw germany,34
1098,astoria new york usa,34
1113,richmond missouri usa,22
1116,calgary alberta canada,29
1129,bothell washington usa,53
1131,berkeley ,22
1133,kingswood south australia australia,46
1138,ann arbor michigan usa,34
1155,smyrna georgia usa,22
1161,brier washington usa,34
1167,milwaukee wisconsin usa,25
1168,bergisch gladbach  bensberg nordrheinwestfalen germany,20
1169,olympia washington usa,27
1174,oviedo asturias spain,32
1180,storrs connecticut usa,23
1184,la mirada california usa,38
1192,klang selangor malaysia,27
1210,new york new york usa,34
1211,rennes bretagne france,22
1225,lombard illinois usa,22
1235,salt spring island british columbia canada,34
1242,edmonton alberta canada,25
1248,dixon california usa,34
1250,arlington virginia usa,44
1252,la california usa,34
1254,16605 bennington ct indiana usa,26
1256,ottawa ontario canada,34
1261,el paso texas usa,46
1262,roseland new jersey usa,39
1264,antelope california usa,34
1266,island lake il illinois usa,19
1270,hartford connecticut usa,33
1279,long beach california usa,34
1294,victoria british columbia canada,34
1296,temple new hampshire usa,34
1297,los gatos california usa,30
1300,wauwatosa wisconsin usa,37
1314,monza lombardia italy,48
1331,lisboa na portugal,32
1334,birmingham england united kingdom,32
1348,sacramento california usa,43
1360,north hollywood california usa,36
1361,wiesbaden hessen germany,34
1368,hopewell virginia usa,22
1372,frankfurt hessen germany,34
1375,dinwiddie virginia usa,59
1377,swansea massachusetts usa,20
1395,santa monica california usa,34
1399,york maine usa,41
1403,virginia beach virginia usa,26
1409,farmington hills michigan usa,74
1410,amherst new york usa,22
1412,winstonsalem north carolina usa,47
1416,widnes cheshire united kingdom,25
1424,north avoca new south wales australia,34
1427,mililani hawaii usa,22
1435,st louis missouri usa,36
1436,sault ste marie ontario canada,34
1442,paris ile de france france,36
1448,la mesa california usa,61
1467,dallas texas,34
1473,new york new york usa,34
1485,allendale new jersey usa,30
1499,lawrence kansas usa,34
1500,brighton england united kingdom,34
1517,barcelona barcelona spain,32
1519,raleigh north carolina usa,61
1530,hartsdale new york usa,26
1533,chateauguay quebec canada,34
1543,san jose san jose costa rica,34
1547,overland missouri usa,34
1548,brooklyn new york usa,28
1557,bloomington indiana usa,32
1558,normal illinois usa,61
1559,manchester new hampshire usa,34
1570,brooklyn new york usa,28
1585,albuquerque new mexico usa,29
1589,clio michigan,50
1596,jackson tennessee usa,51
1597,west columbia texas usa,23
1608,collingswood new jersey usa,27
1610,charlotte north carolina usa,34
1616,marietta georgia usa,34
1618,addis ababa ethiopia ethiopia,21
1619,visalia california usa,34
1633,brooklyn new york usa,29
1652,new york new york usa,34
1660,fort worth texas usa,34
1674,minneapolis minnesota usa,26
1676,ottawa ontario canada,34
1684,ucluelet british columbia canada,34
1688,chelmsford england united kingdom,53
1705,plano texas usa,32
1706,olympia washington usa,26
1719,sg sg singapore,34
1725,palma illes balears united kingdom,25
1729,toronto ontario canada,55
1733,independence west virginia usa,30
1745,cedar rapids iowa usa,34
1770,hellin albacete spain,34
1790,chicago illinois usa,25
1791,harrisburg pennsylvania usa,34
1793,coquitlam british columbia canada,26
1797,paris paris france,34
1802,lake luzerne new york usa,43
1805,euless texas usa,34
1807,frankfurt hessen germany,34
1812,provo utah usa,24
1813,ottawa ontario canada,34
1838,glens falls new york usa,34
1846,strasbourg alsace france,25
1848,bellingham washington usa,22
1859,sackville new brunswick canada,34
1863,feucht bayern germany,43
1869,westfield massachusetts usa,21
1881,binghamton new york usa,31
1891,canyon city oregon usa,34
1900,kent ohio usa,51
1901,vancouver british columbia canada,34
1903,hualien taiwan taiwan,36
1905,baton rouge louisiana usa,34
1915,louisville kentucky usa,34
1918,london england united kingdom,23
1922,daly city ,34
1923,beaufort victoria australia,34
1928,kansas city missouri usa,17
1945,wrightsville beach north carolina usa,54
1947,ottawa ontario canada,34
1949,wilmington north carolina usa,34
1963,perth western australia australia,24
1965,augsburg bayern germany,31
1971,ames iowa usa,25
1978,saint louis missouri usa,34
1989,phoenix arizona usa,27
1996,sydney new south wales australia,34
2010,colfax illinois usa,34
2012,bray wicklow,34
2018,edson alberta canada,21
2024,oakland california usa,34
2030,seabeck washington usa,31
2033,omaha nebraska usa,27
2036,frenchtown new jersey usa,49
2041,playa del rey california usa,34
2046,philadelphia missouri usa,22
2060,pennsauken new york usa,54
2077,minneapolis minnesota usa,25
2078,dallas texas usa,34
2084,logroño la rioja spain,21
2087,austin texas usa,34
2089,lynchburg virginia usa,34
2090,dudley massachusetts usa,28
2099,tucson arizona usa,34
2103,minneapolis minnesota usa,43
2106,denver colorado usa,44
2110,charlotte north carolina usa,34
2115,escondido california usa,55
2119,hartford connecticut usa,34
2127,high point north carolina usa,34
2132,hammond indiana usa,34
2134,oakland california usa,35
2135,irvine california usa,34
2136,salem oregon usa,45
2138,crosswicks new jersey usa,34
2139,chesapeake virginia usa,33
2155,madrid madrid spain,18
2160,zaragoza aragón spain,34
2170,kassel hessen germany,29
2172,quezon city na philippines,17
2179,sunderland massachusetts usa,30
2183,burnaby british columbia canada,34
2189,montreal quebec canada,24
2190,lenexa kansas usa,29
2197,na travelling canada,26
2218,stratham new hampshire usa,48
2219,omaha nebraska usa,34
2222,aptos california usa,34
2224,paris ile de france france,23
2230,harpers ferry west virginia usa,44
2238,san diego california usa,34
2240,ottawa ontario canada,34
2255,charlottesville virginia usa,35
2276,niskayuna new york usa,46
2281,vancouver washington usa,30
2287,north chili new york usa,35
2288,spring hill tennessee usa,30
2292,brighton massachusetts usa,34
2295,el sobrante california usa,21
2305,holmrook cumbria united kingdom,71
2308,florence ,21
2313,cincinnati ohio usa,23
2324,atlantic beach florida usa,40
2326,porto porto portugal,23
2333,ocean city maryland usa,34
2334,amersfoort utrecht netherlands,34
2337,grove city ohio usa,34
2340,st louis missouri usa,29
2349,günzburg bayern germany,34
2350,st louis missouri usa,24
2352,bad dürrheim badenwuerttemberg germany,18
2355,gatineau quebec canada,34
2358,bryan texas usa,23
2363,mountain home idaho usa,42
2375,norfolk virginia usa,20
2376,bay village ohio usa,38
2379,london england united kingdom,34
2386,pittsboro north carolina usa,40
2388,hawley pennsylvania usa,64
2389,düsseldorf nordrheinwestfalen germany,34
2395,newtown connecticut usa,43
2399,kent ohio usa,32
2404,new york new york usa,34
2406,münchen bayern germany,48
2414,edenhope victoria australia,34
2421,durban kwazulunatal south africa,34
2425,vancouver british columbia canada,54
2436,new york new york usa,34
2437,san antonio texas usa,45
2439,atlanta georgia usa,26
2442,torino ,25
2451,philadelphia pennsylvania usa,45
2453,independence missouri usa,34
2461,san francisco california usa,59
2462,kingston  usa,34
2466,olathe kansas usa,34
2482,whistler british columbia canada,34
2484,asheville north carolina usa,34
2485,charlottesville virginia usa,34
2500,rapid city south dakota usa,34
2501,lisboa louresapelação portugal,34
2503,london england united kingdom,36
2528,the colony texas usa,34
2529,victoria british columbia canada,34
2531,brescia lombardia italy,20
2534,kamloops british columbia canada,34
2542,silvis illinois usa,54
2544,wayne pennsylvania usa,34
2545,freiburg badenwuerttemberg germany,48
2549,nice alpes maritimes france,31
2555,turnersville new jersey usa,34
2559,santa rosa california usa,34
2578,burlington ontario canada,16
2583,cedar rapids iowa usa,33
2588,rockport texas usa,34
2589,shrewsbury massachusetts usa,34
2630,kingsland texas usa,66
2690,cordele georgia usa,35
2700,kenosha wisconsin usa,29
2729,sagliano micca piemonte italy,19
2766,frisco texas usa,42
2770,champaign illinois usa,34
2771,lake orion michigan usa,56
2793,jefferson georgia usa,34
2799,eugene oregon usa,34
2844,clinton township michigan usa,34
2854,deptford new jersey usa,36
2855,dallas texas usa,35
2891,beaverton oregon usa,34
2907,new york new york usa,34
2945,franklin tennessee usa,29
2954,wichita kansas usa,71
2977,richland washington usa,25
2996,milan lombardia italy,21
3005,mountain view california usa,34
3017,roma lazio italy,34
3054,henrietta new york usa,34
3066,grand ledge michigan usa,29
3079,asheville north carolina usa,34
3104,watertown massachusetts usa,27
3145,austin texas usa,34
3148,indianapolis indiana usa,34
3167,milwaukee wisconsin usa,42
3243,atlanta georgia usa,28
3266,stockholm na sweden,34
3282,didsbury alberta canada,52
3293,barcelona barcelona spain,19
3331,mckeesport pennsylvania usa,60
3344,tucson arizona usa,61
3346,tehran tehran iran,20
3363,knoxville tennessee usa,29
3371,groveland massachusetts usa,25
3373,elk grove california usa,30
3416,aachen nordrheinwestfalen germany,34
3437,honolulu hawaii usa,103
3454,dallas texas usa,36
3460,edmonton alberta canada,32
3538,madrid madrid spain,31
3543,elgin texas usa,37
3556,bismarck north dakota usa,68
3580,essington pennsylvania usa,44
3628,easthampton massachusetts usa,34
3643,robbinsdale minnesota usa,34
3652,levalloisperret iledefrance france,16
3659,toronto ,34
3669,williamsburg massachusetts usa,34
3675,barcelona catalunya spain,24
3693,hampton virginia usa,23
3752,langenthal bern switzerland,44
3757,madrid madrid spain,34
3761,san diego california usa,34
3767,london ontario canada,34
3780,eagle river alaska usa,34
3817,columbia south carolina usa,29
3821,scottdale pennsylvania usa,36
3827,orlando florida usa,23
3839,broomfield colorado usa,34
3840,meriden connecticut usa,46
3856,auckland na new zealand,34
3886,whitby ontario canada,34
3893,dahlonega georgia usa,34
3915,basel baselstadt switzerland,34
3923,vienna ,34
3935,cannon falls minnesota usa,34
3948,asheville north carolina usa,34
3954,detroit michigan usa,24
3977,columbiana alabama usa,63
3991,monroe new york usa,30
4017,new orleans louisiana usa,48
4077,austin texas usa,34
4091,estill springs tennessee usa,77
4092,hixson tennessee usa,27
4098,mei foo kowloon hong kong,30
4149,highland utah usa,34
4157,birmingham alabama usa,39
4164,anchorage alaska usa,34
4189,palmer alaska usa,34
4197,anchorage alaska usa,61
4215,regensburg bavaria germany,34
4223,oldenburg niedersachsen germany,28
4225,ottawa ontario canada,33
4228,austin texas usa,41
4234,comfort texas usa,34
4334,rome lazio italy,38
4365,victoria british columbia canada,19
4370,kingston ontario canada,46
4385,albq new mexico usa,33
4426,des moines iowa usa,34
4435,roma lazio italy,30
4541,atlanta georgia usa,32
4551,humble texas usa,34
4556,south berwick maine usa,34
4570,santa monica california usa,40
4571,melbourne victoria australia,23
4600,little rock arkansas usa,32
4622,norfolk virginia usa,18
4673,west covina california usa,34
4694,buenos aires buenos aires argentina,48
4712,genova liguria italy,34
4781,manchester new hampshire usa,47
4785,litchfield connecticut usa,30
4795,rochester new york usa,18
4854,port hope ontario canada,34
4896,ploiesti prahova romania,18
4900,washington dc,26
4914,ottawa ,34
4938,charleston south carolina usa,30
4965,savage minnesota usa,34
4999,aurora colorado usa,54
5012,san francisco california usa,21
5027,south auckland na new zealand,31
5048,montreal quebec canada,34
5091,swieqi na malta,34
5124,bel air maryland usa,37
5153,matosinhos porto portugal,31
5158,lyon rhone france,21
5163,pacific grove california usa,34
5204,lyon rhônealpes france,24
5273,los angeles california usa,34
5275,troy ontario canada,34
5287,ottawa ontario canada,22
5296,brooklyn new york usa,34
5328,albuquerque new mexico usa,34
5331,hull england united kingdom,26
5333,rotterdam rotterdam netherlands,49
5350,köln nordrheinwestfalen germany,20
5375,placerville california usa,47
5426,greensboro north carolina usa,32
5429,sacramento california usa,51
5430,fruitland iowa usa,47
5431,torino piemonte italy,34
5439,houston texas usa,66
5443,east berlin pennsylvania usa,34
5451,murphysboro illinois usa,24
5452,reseda california usa,26
5453,melbourne victoria australia,34
5459,frederick maryland usa,34
5462,denton texas usa,34
5463,madrid madrid spain,31
5466,lawrenceville georgia usa,44
5474,lincoln park michigan usa,34
5476,chester ,34
5479,statesboro georgia usa,27
5483,bayan lepas penang malaysia,20
5490,lake charles louisiana usa,33
5492,pittsburgh pennsylvania usa,48
5498,cobourg ontario canada,34
5499,lakeland tennessee,60
5501,reno nevada usa,34
5506,cortlandt manor new york usa,19
5507,ila georgia usa,34
5531,san francisco california usa,34
5535,bruxelles bruxellescapitale belgium,22
5536,soquel california usa,34
5539,austin texas usa,32
5543,cumberland maryland usa,29
5553,london england united kingdom,23
5555,perigny poitoucharentes france,34
5581,newtown new south wales australia,22
5582,seattle washington usa,26
5584,east greenwich rhode island usa,34
5585,arlington virginia usa,39
5595,cheongju choongbuk south korea,34
5597,ajax ontario canada,25
5599,edinburgh ,38
5600,dallas texas usa,34
5604,hattenhofen bayern germany,48
5608,melbourne victoria australia,34
5609,oradea bihor romania,25
5611,kuala lumpur federal territory malaysia,27
5623,toulouse na france,23
5630,milano lombardia italy,29
5634,logroño la rioja spain,25
5638,binghamton new york usa,34
5639,roma lazio italy,34
5644,paris ile de france france,23
5651,worcester massachusetts usa,64
5669,chicago illinois usa,34
5677,hinsdale illinois usa,34
5678,seattle washington usa,34
5683,lancaster pennsylvania usa,16
5690,wien vienna austria,24
5694,lake forest california usa,43
5700,terre haute indiana usa,34
5705,rayleigh england united kingdom,34
5710,austin texas usa,28
5715,silver spring maryland usa,34
5722,providence rhode island usa,23
5724,boston massachusetts usa,24
5725,glasgow scotland united kingdom,34
5728,cullowhee north carolina usa,22
5730,ottawa ontario canada,20
5737,newcastle washington usa,44
5738,vancouver british columbia canada,34
5741,redlands california usa,20
5743,scottsdale arizona usa,43
5746,los angeles california usa,34
5756,welshpool west australia australia,36
5757,zarautz gipuzkoa spain,37
5766,powder springs georgia usa,40
5769,christchurch canterbury,25
5770,london england united kingdom,37
5774,dallas texas usa,32
5788,crewe england united kingdom,30
5790,middlesbrough england united kingdom,34
5791,san francisco california usa,34
5792,toronto ontario,16
5794,toronto ontario canada,19
5809,margate new jersey usa,34
5815,rockville maryland usa,34
5817,kansas city kansas usa,34
5821,bilbao bizkaia spain,36
5829,dortmund nordrheinwestfalen germany,36
5832,kigali na rwanda,56
5834,aachen nordrheinwestfalen germany,26
5843,glenwood illinois usa,20
5850,seattle ,34
5860,sparta illinois usa,41
5867,new orleans louisiana usa,24
5869,cambridge east anglia united kingdom,34
5882,vancouver british columbia canada,34
5887,guatemala guatemala guatemala,21
5896,santa clarita california usa,34
5899,ulm badenwuerttemberg germany,25
5902,columbia illinois usa,49
5903,vienna vienna austria,25
5904,alexandria virginia usa,37
5912,lisboa na portugal,24
5916,vermont victoria australia,31
5919,edmonton alberta canada,34
5920,albany oregon usa,35
5922,bozeman montana usa,19
5923,montville new jersey usa,34
5932,honolulu hawaii usa,34
5942,harrisburg missouri usa,34
5948,dallas texas usa,34
5956,indianapolis indiana usa,27
5958,regina saskatchewan canada,37
5963,san diego california usa,38
6007,ajax ontario canada,34
6016,rochester new york usa,34
6026,bangor maine usa,34
6069,frederick maryland usa,34
6073,houston texas usa,28
6092,weybridge surrey united kingdom,34
6102,jamaica  usa,28
6107,haltern am see nordrheinwestfalen germany,32
6115,kerrville texas usa,34
6135,littleton colorado usa,34
6140,na ontario canada,26
6169,spring lake park minnesota usa,34
6192,duisburg nordrheinwestfalen germany,34
6217,eugene oregon usa,34
6238,silsden keighley west yorkshire united kingdom,38
6242,calgary alberta canada,34
6251,wahiawa hawaii usa,32
6280,a coruña  spain,46
6323,wilmington north carolina usa,35
6330,letchworth garden city england,37
6333,san jose california usa,45
6345,lake geneva wisconsin usa,29
6347,quispamsis new brunswick canada,19
6366,madrid madrid spain,20
6368,spartanburg south carolina usa,26
6398,dallas texas usa,20
6401,aloha oregon usa,34
6424,huntsburg ohio usa,34
6432,burnaby british columbia canada,21
6450,vancouver british columbia canada,26
6492,edmonton alberta canada,35
6496,st louis missouri usa,39
6501,monterey california usa,25
6505,topeka kansas usa,56
6507,san sebastián guipúzcoa spain,26
6516,christchurch canterbury new zealand,22
6537,norfolk ,28
6543,strafford missouri usa,34
6563,burien washington usa,31
6564,lisboa estremadura portugal,37
6566,port angeles washington usa,34
6575,seattle washington usa,34
6577,coral springs florida usa,62
6582,solon ohio usa,35
6611,oradea na romania,22
6637,las vegas nevada usa,30
6662,toronto ontario canada,31
6671,altoona wisconsin usa,54
6679,myrtle beach south carolina usa,34
6689,east lansing michigan usa,34
6700,adrian missouri usa,21
6704,san francisco california usa,32
6731,buford georgia usa,29
6741,whitehorse yukon territory canada,34
6745,lund skåne sweden,24
6764,skippack pennsylvania usa,34
6772,calgary ,34
6796,chesapeake virginia usa,21
6837,round rock texas usa,34
6852,whangarei northland new zealand,18
6865,north richland hills texas usa,40
6866,paris ile de france france,51
6871,raleigh north carolina usa,28
6884,north liberty indiana usa,25
6900,sunnyvale california usa,25
6906,cedar rapids iowa usa,63
6909,portland oregon usa,34
6914,bridgeview illinois usa,27
6924,bonne terre missouri usa,42
6931,fort collins colorado usa,44
6938,fairbanks alaska usa,20
6940,new orleans louisiana usa,32
6945,austin texas usa,26
6958,durham north carolina usa,34
6972,sudbury ontario canada,20
6975,victoria british columbia canada,34
6984,manchester england united kingdom,23
6988,yuma arizona usa,34
6990,omaha nebraska usa,29
6991,jackson michigan usa,34
7002,branch louisiana usa,32
7021,chula vista california usa,39
7026,calgary alberta canada,34
7033,toronto ontario canada,29
7035,windsor connecticut usa,42
7045,victoria british columbia canada,18
7050,westbank british columbia canada,34
7053,iowa city iowa usa,29
7056,pickering ontario canada,31
7060,wild rose wisconsin usa,16
7064,sarasota florida usa,34
7065,irving texas usa,37
7071,chico and san francisco california usa,34
7079,aurora ontario canada,34
7082,carlisle pennsylvania usa,34
7088,little rock arkansas usa,34
7105,chertsey england united kingdom,34
7107,chester pennsylvania usa,34
7125,apo ae usa,28
7132,málaga málaga spain,44
7134,bothell washington usa,23
7149,powell ohio usa,34
7158,omaha nebraska usa,30
7161,milon keynes buckinghamshire united kingdom,16
7181,oviedo asturias spain,24
7183,frederick ,34
7189,pace florida usa,34
7193,prosperity pennsylvania usa,34
7194,richmond virginia usa,25
7197,henderson nevada usa,36
7199,marietta georgia usa,34
7202,barcelona catalunya spain,21
7210,rothesay new brunswick canada,34
7226,little rock arkansas usa,34
7228,redondo beach california usa,34
7245,king north carolina usa,34
7247,port clinton ohio usa,34
7248,virginia beach virginia usa,22
7253,augusta georgia usa,32
7254,oldenburg niedersachsen germany,35
7259,raeford north carolina usa,34
7261,lawrence ,34
7262,abingdon virginia usa,25
7266,niagara falls new york usa,34
7268,terrace park ohio usa,34
7277,palm coast florida usa,34
7283,saint marys georgia usa,30
7286,pasco washington usa,28
7303,scott arkansas usa,29
7306,carpinteria california usa,29
7312,walnut ridge arkansas usa,23
7318,muskegon michigan usa,34
7319,pittsburgh pennsylvania usa,23
7325,north adams massachusetts usa,17
7326,st louis missouri usa,44
7338,roswell georgia usa,33
7339,canberra australian capital territory australia,27
7341,half moon bay california usa,34
7346,sunnyvale california usa,49
7348,edmonton alberta canada,24
7350,dresden sachsen germany,26
7352,houston texas usa,53
7355,glen gardner new jersey usa,31
7360,new milford connecticut usa,40
7371,winnipeg manitoba canada,26
7374,den haag na netherlands,33
7384,miami florida usa,28
7394,soest nrw germany,34
7397,healdsburg california usa,34
7398,naperville illinois usa,19
7400,oregon city oregon usa,22
7418,multiple traveling nurse do 3 months at a time all over us usa,34
7419,tenino washington usa,25
7426,la california usa,34
7429,pollock pines california usa,73
7432,austin texas usa,34
7437,leeds england united kingdom,34
7440,los osos california usa,25
7454,toronto ontario canada,29
7463,rosemont pennsylvania usa,34
7469,woodstock georgia usa,18
7471,new york new york usa,36
7474,eagle idaho usa,50
7509,manhattan beach california usa,34
7523,st louis missouri usa,35
7551,dublin ohio usa,34
7552,barcelona barcelona spain,25
7569,tulsa  usa,22
7579,rockaway park new york usa,34
7604,vero beach florida usa,34
7620,knoxville tennessee usa,21
7621,victoria british columbia canada,34
7637,tavistock ontario canada,28
7809,seattle washington usa,34
7841,salt lake city utah usa,34
7860,northfield massachusetts usa,34
7864,klang selangor malaysia,17
7874,damascus maryland usa,25
7887,altoona pennsylvania usa,23
7890,newport coast california usa,34
7893,sault ste marie ontario canada,44
7904,st augustin nordrheinwestfalen germany,26
7908,ventura california usa,18
7913,mission hills california usa,43
7915,st paul minnesota usa,34
7918,rowlett texas usa,34
7941,carmel california usa,34
7954,rockford michigan usa,34
7958,oeiras lisbon portugal,27
7980,cambridge massachusetts usa,34
7999,vermilion alberta canada,36
8018,kirkwood ,34
8019,toronto ontario canada,34
8040,raleigh north carolina usa,34
8065,durango colorado usa,34
8066,chicago illinois usa,34
8067,owings mills maryland usa,26
8073,niles michigan usa,50
8090,durham north carolina usa,36
8095,peterborough ontario canada,22
8115,santa rosa california usa,34
8141,claremont california usa,34
8154,toledo ohio usa,36
8167,cambridge ,39
8183,seattle washington usa,34
8185,plattsburgh new york usa,34
8187,bend oregon usa,34
8188,san francisco california usa,34
8219,san francisco california usa,25
8220,cleveland tennessee usa,34
8234,colorado springs colorado usa,44
8238,ambridge pennsylvania usa,31
8240,lawrenceburg indiana usa,50
8245,torrance california usa,31
8248,hockessin delaware usa,34
8250,carrollton texas usa,34
8253,tulsa oklahoma usa,26
8255,savage minnesota usa,47
8268,dallas texas usa,35
8284,manchester kentucky usa,28
8290,shrewsbury massachusetts usa,34
8292,minneapolis minnesota usa,34
8297,carlsbad california usa,34
8314,newark california usa,36
8317,mojave desert california usa,34
8318,vero beach florida usa,25
8323,roy utah usa,48
8362,los angeles california usa,28
8454,auburndale massachusetts usa,34
8487,carrollton texas usa,30
8529,logroño la rioja spain,34
8570,rochester new york usa,23
8630,hurst texas usa,45
8652,pembroke pines florida usa,16
8672,manassas virginia usa,17
8676,manhattan kansas usa,34
8681,orlando florida usa,34
8706,olathe kansas usa,48
8720,anchorage alaska usa,31
8734,chula vista california usa,34
8759,jefferson city missouri usa,17
8780,santa cruz california usa,34
8782,calgary alberta canada,239
8792,bellingham washington usa,22
8801,san francisco california usa,24
8840,sidney british columbia canada,34
8853,los angeles california usa,22
8864,st petersburg florida usa,26
8870,austin texas usa,45
8872,athens georgia usa,65
8874,oakville ontario canada,23
8890,paris iledefrance france,47
8930,st louis missouri usa,78
8935,little elm texas usa,35
8936,elizabeth city north carolina usa,18
8937,murphysboro ,37
8971,berlin berlin germany,27
9080,campinas sao paulo brazil,20
9105,iowa city iowa usa,39
9123,fargo north dakota usa,28
9138,darien connecticut usa,34
9141,durango colorado usa,65
9171,san jose california usa,39
9174,denver colorado usa,37
9177,leicester leicestershire united kingdom,26
9188,washougal washington usa,34
9203,great bend kansas usa,69
9226,kapolei hawaii usa,27
9227,glendora california usa,24
9244,griesstätt bayern germany,34
9246,st paul minnesota usa,40
9313,lisboa na portugal,34
9343,fredericton new brunswick canada,34
9344,kappeln schleswigholstein germany,34
9354,albuquerque new mexico usa,30
9357,quechee vermont usa,34
9373,banks alabama usa,40
9381,bagshot surrey united kingdom,34
